Row;ADOBE_NAS_;ADVANCEDMICRODEVICES;ALPHABET_A_;ALPHABET_C_;AMAZON_COM;AMER_ELEC_PWR_;AMGEN;ANALOGDEVICES;ANSYS;APPLE;APPLIEDMATS_;ASMLHLDG_ADR1_1;ASTRAZENECAADR2_1;ATLASSIAN_A_;AUTODESK;AUTOMATICDATAPROC_;AXONENTERPRISE;BAKERHUGHESA;BIOGEN;BOOKINGHOLDINGS;BROADCOM;CADENCEDESIGNSYS_;CDW;CHARTERCOMMS_CL_A;CINTAS;CISCOSYSTEMS;COCACOLAEUROPACIFICPARTNERS;COGNIZANTTECH_SLTN__A_;COMCASTA;COPART;COSTARGP_;COSTCOWHOLESALE;CROWDSTRIKEHOLDINGSA;CSX;DATADOGA;DEXCOM;DIAMONDBACKENERGY;ELECTRONICARTS;EXELON;FASTENAL;FORTINET;GILEADSCIENCES;HONEYWELLINTL_;IDEXXLABORATORIES;INTEL;INTUIT;INTUITIVESURGICAL;KEURIGDRPEPPER;KLA;KRAFTHEINZ;LAMRESEARCH;LINDE_NYS_;LULULEMONATHLETICA;MARRIOTTINTL__A_;MARVELLTECHNOLOGY;MERCADOLIBRE;METAPLATFORMSA;MICROCHIPTECH_;MICRONTECHNOLOGY;MICROSOFT;MICROSTRATEGY;MONDELEZINTERNATIONALCL_A;MONGODBA;MONSTERBEVERAGE;NETFLIX;NVIDIA;NXPSEMICONDUCTORS;OLDDOMINIONFGT_LINES;ONSEMICONDUCTOR;OREILLYAUTOMOTIVE;PACCAR;PALOALTONETWORKS;PAYCHEX;PAYPALHOLDINGS;PDDHOLDINGSADS1_4;PEPSICO;QUALCOMM;REGENERONPHARMS_;ROPERTECHNOLOGIES;ROSSSTORES;STARBUCKS;SYNOPSYS;TAKETWOINTACT_SFTW_;TESLA;TEXASINSTRUMENTS;TRADEDESKCL_A;T_MOBILEUS;VERISKANALYTICSCL_A;VERTEXPHARMS_;WARNERBROSDISCOVERYSERIESA;WORKDAYCLASSA;XCELENERGY;ZSCALER
APPLIEDMATS_;0.000337444268363951;0.000415363035725032;0.000726583607201243;0.000495507490046277;0.000240253277748768;0.000748362191797571;0.000466469641367647;0.000366329191655294;0.000443988065820518;0.000302167223381915;0.00122628250140986;0.00037702512603612;0.000427213710638413;0.000601043861456477;0.000502974337498131;0.000301661351374517;0.000643464244342104;0.000484452782563799;0.000646080209278783;0.00054124241214555;0.000339889392155488;0.000262165157716393;0.00052355114613658;0.000582335338661161;0.000421106497852011;0.000560652930686754;0.00049793064388213;0.000205282066012001;0.00065421190889334;0.000485315072301519;0.000829475206533527;0.000800412716399457;0.000410977068584846;0.000463228321139023;0.00109875734011245;0.000410540616379039;0.000553772640143748;0.000497335931697876;0.000700819944079085;0.000523952678604912;0.000634223830466049;0.000769994785432163;0.000383124568155393;0.000773142773162202;0.000329361261013847;0.000541571861602892;0.000476718931425604;0.000568781268908759;0.000489444899526039;0.000453238127413735;0.000311394321899299;0.000543770035489723;0.000621730752848403;0.000444249325169316;0.000469624548682915;0.000257616228963905;0.000544294137476517;0.000791907041161002;0.00046856419966187;0.000514087859092414;0.000565192892513428;0.000286388789663665;0.000381608406421694;0.000659686566763312;0.000317561430274243;0.00082556190751926;0.000456195123383796;0.000588160805640738;0.000687484434971495;0.000918873680890326;0.000400226349033122;0.00059576049446223;0.000364538371284343;0.000391324489544025;0.000431915972733894;0.00057623123569601;0.000485940609025783;0.000617838607738928;0.000260255825234332;0.000593163753284428;0.00039737403004195;0.000546825681045089;0.000521949893911053;0.000657514460653011;0.000684153209852191;0.000940706990581493;0.000459769830353992;0.000322246638132679;0.000793452963390605;0.000647135969109881;0.000364734917780072;0.000557472655162247;0.000347642936219286
ASMLHLDG_ADR1_1;0.000457303345813266;0.000511315982245595;0.000911182724853681;0.000565901964827279;0.000582008654111494;0.000910859346555727;0.000827733582599951;0.000547932306490238;0.000531656307595763;0.000385212709835474;0.00037702512603612;0.00105671590396217;0.000541916020927381;0.000643484668179917;0.000659476871210471;0.000277618243643177;0.000945328181020575;0.000674157388374682;0.000660644791268725;0.000746228548841116;0.000670627238316583;0.000337803687507978;0.000613173498464583;0.000423756239799422;0.000574342781601702;0.00095264246187263;0.000474403905167936;0.000244173999114355;0.000800871720583443;0.000889885819034744;0.000608107113411266;0.000729238435747235;0.000327023911159873;0.000714038955259185;0.00133918846551068;0.000852661526289712;0.000905646854150673;0.000953350116126211;0.000571486431794009;0.000641145765565276;0.000618714073322373;0.000675435150315007;0.000278116079885494;0.000792726451056077;0.000311411949140104;0.000712529329349883;0.000659936274252276;0.000811766698755672;0.000613559713783299;0.000526182035399668;0.000325637316047158;0.000540724476694867;0.00115919880843845;0.000426084620920794;0.000569759257887228;0.000168961413875052;0.000677361657697424;0.000647255242886115;0.000585325908962552;0.000651629460490444;0.000486287702577511;0.000453497962481535;0.000321585089388258;0.000867939287091051;0.000501092684332614;0.000787455168758655;0.000414933985100974;0.000472346206813222;0.000399500969547498;0.00102060624272749;0.000367506439453861;0.000541535938292368;0.000397019898028175;0.000326826465065237;0.000677221511943466;0.000856679667810745;0.000851526279737753;0.000556953623606673;0.000347595130212745;0.000962241735784436;0.000603936841566994;0.000923856594610085;0.000797241822356388;0.00053975828678162;0.00075815948500293;0.000964237948966342;0.000766785140932744;0.000405700245107794;0.00107081860128555;0.000756222114551507;0.000544107337220794;0.000786531626491106;0.00021105078594274
ASTRAZENECAADR2_1;0.00049314857955313;0.000528917522332182;0.00106598293430748;0.000512411033887501;0.000744739050065922;0.000980784024069579;0.000809631021173224;0.000581628746895785;0.000529592646298964;0.000356151126410323;0.000427213710638413;0.000541916020927381;0.00107110794387281;0.000888062541511863;0.00069689144909984;0.000346018079209004;0.000956455873048741;0.000687676658548843;0.000910635016661186;0.000815303792511766;0.000714536815417316;0.000273319563859711;0.000776257154445573;0.000427480278397877;0.000616640961499762;0.00104795872631445;0.000590565120216499;0.000163923783856811;0.000630359796367941;0.000775706772097421;0.000889761805795087;0.00086951972524831;0.000393298590610539;0.000922470225261609;0.00112497427592292;0.000958156995423113;0.00107018881411488;0.000988598980355289;0.000798746997439775;0.000738860028726218;0.000925583270437382;0.000721212618866815;0.000390989427883938;0.00116659920694996;0.000525086317039241;0.000741273705550711;0.000706455924427172;0.000907086530391257;0.000760748017227381;0.000575432490765803;0.0003954165010024;0.000583669501100149;0.00109156663459818;0.000509602406717024;0.000650442243524957;0.000242777455942943;0.000738115393476697;0.000857191738392109;0.000851510473221602;0.000735032599038893;0.000634980416271165;0.000517354266340636;0.00047659192951753;0.0011246669422786;0.00057906947347355;0.000925956802125401;0.000506848757578372;0.000696967131395689;0.000628485778443649;0.00160288626671688;0.000366416311686186;0.000675475553240016;0.000284780219530503;0.000392212699872045;0.000810499475978929;0.00060929489782334;0.00114695043734209;0.000581106232473835;0.000348144288326297;0.00127593592997019;0.000765481273712833;0.000743750983143723;0.00077800391624772;0.000701766420363096;0.000901198299458525;0.0012409389989722;0.000851365795269877;0.000353256109231389;0.00137041664013287;0.000901380533916734;0.000572586493257431;0.000987585971643765;0.000397799657335975
ATLASSIAN_A_;0.000988734099871286;0.00098295734326759;0.00203772700881566;0.00112010891346781;0.00135887070435917;0.00196258035469804;0.00146647667751353;0.000975423784332262;0.00142507843937018;0.000725848952777139;0.000601043861456477;0.000643484668179917;0.000888062541511863;0.00241536189291263;0.0013418783879477;0.000391432972335507;0.00170041343924641;0.00122910474351628;0.00109520603347044;0.00114365842730467;0.000952637015873158;0.000271690151925883;0.000934362481001807;0.000649819583311698;0.000698609363338277;0.00157102177715189;0.000823536306335789;0.000108996354272444;0.00134549199115115;0.00106864981300095;0.0016633325679843;0.00184492469387669;0.000580447499417702;0.00126289473578411;0.00223538373163337;0.00142305991074647;0.00167118442656731;0.00145172313843886;0.00117943531576004;0.00135404576051583;0.00121069320957421;0.00161183521742276;0.000492695612190955;0.00149635526331127;0.000681211471374279;0.00139461656722314;0.00134766597156284;0.00150863624375361;0.001111208994795;0.000741772924371527;0.000339081330536707;0.000897412928365917;0.00203736323187121;0.000622983106783406;0.00089658411908346;0.000280463055102956;0.00144970256925422;0.00149577217181612;0.00090506794214539;0.000959430661948973;0.000697064502528549;0.000533065515596907;0.000573923804978677;0.00153740344744211;0.000608129973174274;0.001403152487314;0.000813217874779228;0.000847697942668679;0.00173882222852275;0.00143461234260446;0.000655812450954308;0.00151554500399763;0.000920647267810502;0.000448666114862259;0.00131622286188726;0.00144132973421961;0.000886428747775871;0.00142058918535478;0.000281200494029992;0.00164061255947921;0.00107716155082634;0.00104581075809659;0.00151484057102636;0.00109872835934759;0.00156388253995342;0.00215659192077593;0.00117772734978848;0.000594997879474785;0.00213822514859552;0.00204743984145441;0.000954936792673685;0.00177379368641077;0.000539503231668178
AUTODESK;0.00100798786775567;0.00108755486023789;0.00182881639792036;0.00133203355969824;0.00132167845193299;0.0021264652352694;0.00131642495863366;0.00109306094081701;0.00139186493581376;0.000721043011763668;0.000502974337498131;0.000659476871210471;0.00069689144909984;0.0013418783879477;0.00205755092360097;0.000380291339012334;0.00166698916895736;0.0015327767580948;0.000988951208270474;0.00122859102676306;0.000959798906714291;0.000280512105131578;0.00075562035858775;0.00124500959360273;0.000671299023229767;0.00149516622022337;0.000809858708351414;0.000147882455224504;0.00151322883749474;0.00109490725139691;0.00166078708903765;0.00192256884717198;0.000638704639950786;0.00120898658305027;0.00221358952025107;0.00141077321844588;0.0015600883724456;0.00131316364751606;0.00103670391218219;0.00143527001992556;0.00108062850196734;0.0013656245090717;0.000353372081451847;0.00130178101497498;0.000558906909072784;0.00149539642519197;0.0014609071361848;0.00151040542912836;0.00112645449462196;0.000753466409623146;0.000312343794521267;0.000876988042129739;0.00181910770374224;0.000545736277968401;0.000905947965050076;0.000422879786539071;0.00163793804046137;0.00154152811695407;0.000810805405489356;0.00102156273615403;0.000617012431120186;0.000678510159478097;0.000392469927826347;0.0014456581950264;0.000601570927790188;0.00102502790417478;0.000811800134942181;0.000570644290296442;0.00115690958503531;0.00133090536123048;0.000658133742849177;0.00134012903256831;0.00086321173289992;0.000354540865003694;0.00137727471939205;0.0018926685645916;0.000835845147451207;0.00165015754302124;0.000173855072740187;0.00154188547001849;0.00114323304819205;0.00100782891446184;0.00198010437232517;0.00119924443189481;0.00149023689537516;0.00232812912465638;0.00109973171707402;0.000704070247132567;0.00190121331779946;0.00236059768967248;0.00107528763515144;0.00146419109770841;0.000310265990546975
AUTOMATICDATAPROC_;0.000276173491581199;0.00035590717865469;0.000125097662858118;0.000250985329568943;0.000245911038233504;0.000283286451685536;0.000148752134840911;0.000275141302071984;0.00019230289378807;0.000268015514166984;0.000301661351374517;0.000277618243643177;0.000346018079209004;0.000391432972335507;0.000380291339012334;0.000568031795134988;0.000199343842032532;0.000276227635229317;0.000271781913378931;0.000301533005478378;0.000287081350531943;0.000311917086877692;0.000358775299936049;9,91E+08;0.000356885055486613;0.000248860895304621;0.000361142266572851;0.00022544886979619;0.000212757535945663;0.000274455830957693;0.0003067108201113;4,17E+09;0.000317019870879952;0.000337281633692832;0.000237752259150741;0.00020741354204396;0.000247014693748971;0.00019063504821387;0.000402909652551313;0.000216667157642308;0.000443814561075176;0.000305780291585323;0.000450667093923008;0.000296387361686921;0.000353242016098536;0.000253854609163373;0.000316527168933658;0.000291073143151789;0.000317923459890527;0.000371124656810806;0.000398027149076388;0.000279543948733704;0.000143927667899429;0.000438780736108932;0.000349931965138385;0.000233425387397389;0.000363695842585636;0.000140048679500671;0.0003597865129955;0.000332727955315945;0.000439427385263064;0.000255027148236324;0.000372573259379715;0.000277912055856742;0.000278181507329998;0.000346365257579479;0.000348596281566061;0.000490821262706741;0.000221388492881144;0.000415048792088543;0.000209668284035594;0.000314000095037723;0.000128535157933697;0.000401057390246049;0.00033907339918219;6,85E+09;0.000194001323188531;0.000238404601950917;0.000450533561785399;0.000373166535280751;0.000196452494932362;0.000280039387189247;0.000130063094381669;0.000475177787754805;0.00030969629333256;0.000336456454309239;0.000323263449187244;0.000324912734048223;0.000215259889957341;0.000305982083725314;0.000272870654383282;0.000194858773146255;0.000281190754781987
AXONENTERPRISE;0.0013503660407614;0.00141050542445264;0.00357751520679625;0.00180072729508062;0.00191285728588844;0.00291658367651126;0.00225510328463508;0.0013566262654455;0.00201885081761601;0.000911618742171708;0.000643464244342104;0.000945328181020575;0.000956455873048741;0.00170041343924641;0.00166698916895736;0.000199343842032532;0.00487138808628603;0.00185464336014739;0.0011776741234363;0.00220654437924504;0.00143910011081817;0.000123761551457414;0.000898042949813079;0.00177539026851665;0.000770847133240877;0.002740147477662;0.000667140131917795;-0.000126681302512415;0.00195691875817597;0.0019581779077579;0.00224684178561846;0.00273584665346919;0.00058980937245576;0.00180495686262209;0.00298483719059504;0.00255240719729962;0.00280241244055648;0.00246059862314223;0.00118406376602494;0.0022026312615767;0.00121580065657014;0.00177169199807759;0.000359755796941186;0.00143628844101872;0.000420633373530768;0.00222531557525221;0.00156435560573151;0.00187411875115199;0.00144395179387217;0.000778328009882086;0.000174103190410788;0.000931622812096925;0.00335552227209873;0.000627559703474673;0.000801054892042564;0.000278670266072702;0.00154383942027992;0.00178655438664312;0.000816906524892933;0.00120019107362214;0.000498190300956048;0.000847869487846678;0.000423853680926984;0.00230938519750067;0.000860053308349162;0.00131707154392531;0.000805849941130546;0.000582570281431484;0.00180774791546179;0.00157827565015072;0.00078578508098701;0.00146911734885809;0.00111723360809647;0.000177755135140939;0.0018137490902002;0.00206119807068872;0.000865736715813587;0.0021575149504877;3,33E+08;0.00238203880199444;0.00127567429375628;0.0014143443595386;0.00268792380654918;0.00122250664796713;0.00174718103460182;0.0033753641003267;0.00149450394285899;0.000567617149756127;0.00309829249863487;0.00263036902938844;0.0013272881011616;0.00254437405370393;0.000257195231854312
BAKERHUGHESA;0.00112017728326768;0.0011074565819346;0.00209347651508618;0.00143401740465801;0.00152920655984487;0.00198785674107799;0.00129879134117107;0.00111614985563385;0.00143128640546075;0.000711071733972277;0.000484452782563799;0.000674157388374682;0.000687676658548843;0.00122910474351628;0.0015327767580948;0.000276227635229317;0.00185464336014739;0.00255503484027156;0.00083997272546032;0.00130734568462421;0.000879995679035294;0.000256038211104244;0.000659281423210069;0.00102071379497255;0.000593105229293731;0.00143160544164913;0.000599490646171129;0.000168761953263383;0.00155928283059398;0.00112323240456536;0.0016876537596546;0.00198631362195815;0.000484599564216888;0.00110315846066775;0.00203651462687127;0.00143353365980282;0.00148256628205052;0.00118602576157802;0.000979114912182279;0.00141753196207228;0.000937764940138962;0.00145215944141723;0.00032639736565177;0.00101970104770903;0.000440761385676432;0.00152521217668796;0.00143168737644092;0.0015766541240033;0.00114200641950246;0.000749529820405244;0.00024708511432794;0.000917380954554242;0.00191083713240604;0.000505555110875048;0.000707826240588457;0.00047408728855476;0.00158377207346492;0.00136397101165276;0.000759553783618606;0.000901412233917764;0.00047412343042409;0.000692585996222699;0.000351960281660998;0.00129432774907503;0.00055925062728431;0.000951363708997911;0.000729858005052203;0.000434738215926527;0.00114201502075451;0.000907584267908398;0.000735169839732492;0.00114817481857911;0.000968649792122946;0.000313380801924185;0.00135896191235328;0.00195313520955029;0.000561074278567978;0.00181238588722085;0.000130206549575182;0.00144245531562843;0.00111008050398579;0.000601999970846893;0.00208408492422366;0.00109061753875667;0.00153522375917681;0.00230265638002133;0.000936469151842776;0.000674331372530253;0.00163044328299083;0.00246776729500877;0.00110760913459652;0.00144397402385555;0.000310677877968145
BIOGEN;0.000637369534815106;0.000727481796302432;0.00157825959111378;0.00101343996499077;0.000886066756586094;0.00162474780594507;0.0011995371243432;0.000916756893261096;0.000913621940814936;0.000397496569067109;0.000646080209278783;0.000660644791268725;0.000910635016661186;0.00109520603347044;0.000988951208270474;0.000271781913378931;0.0011776741234363;0.00083997272546032;0.0026121117827454;0.00104555287868401;0.00088024134353561;0.000340651432371436;0.000972103453219422;0.000987577245062248;0.000939253743427335;0.00145567813462736;0.000752109419566811;5,98E+09;0.00105124602375387;0.0012399091218575;0.00144772842168748;0.00131691493034533;0.000303488423738153;0.00126968058148977;0.00200983932916821;0.00128342461257869;0.00146662925965314;0.00153026436990973;0.00110955908142719;0.000958931124948466;0.00117034606183684;0.000673672032405787;0.000417610744261783;0.00236726940146783;0.000575792702679309;0.00101864068375247;0.00103487499621096;0.00135973315164863;0.00105757798306443;0.000655339426163722;0.000175096171591463;0.000949333439855799;0.00170930931421453;0.00065413824180342;0.000914119946557256;-1,92E+09;0.00122074931106942;0.001089492176266;0.00107480201947349;0.00107178205028199;0.000636152444291152;0.000452090099618199;0.000565328052937936;0.00162181848460703;0.000824382764343173;0.00137639563528267;0.000626865195611417;0.00104483360598427;0.000796689160337898;0.00219317232973466;0.000451897431466402;0.000869629202223928;0.000666870526344848;0.000296000206412356;0.00091931692221011;0.00126903821203542;0.00157741824384216;0.00112173883475188;0.000336058755008439;0.0018261833178528;0.000991569008227373;0.00156969081406023;0.00120892001117083;0.000836256761314792;0.00136844625119421;0.00196186464878425;0.00117498846713824;0.000331822690481045;0.00217518760179948;0.00166937597794888;0.000897398042653842;0.00132018241872539;0.000328407337491347
BOOKINGHOLDINGS;0.000965779316518589;0.00127671476552143;0.00225478324022331;0.00113008238402674;0.00143830278211796;0.00198679683918829;0.00190410755536174;0.00107288484572005;0.00141904575775391;0.000754487778775681;0.00054124241214555;0.000746228548841116;0.000815303792511766;0.00114365842730467;0.00122859102676306;0.000301533005478378;0.00220654437924504;0.00130734568462421;0.00104555287868401;0.00263896933547786;0.00120917441002843;0.000255263981224239;0.000865554787322403;0.00139260157902207;0.000724598089767653;0.00216500305592962;0.000722590860990875;-6,71E+09;0.00124810342120001;0.00163598983707125;0.00156714304913967;0.00171953654946153;0.000576703563225008;0.00150863523577897;0.00219378104602581;0.00200676477619101;0.00223077796888403;0.00205044690104893;0.0009874765833451;0.00157102124604087;0.000973212583223842;0.0010491474664635;0.000348176326012521;0.00137882295283081;0.000514081922036044;0.00163509530096984;0.00116971768413935;0.00148290736213949;0.00103642702880399;0.000768086765661534;0.000268466239005044;0.0008751100813364;0.00257312197202023;0.000617155670518288;0.00083695967335642;0.000296064393613434;0.00125883125917255;0.00116647968685042;0.000870607902918425;0.00100884419231324;0.000511515687881727;0.00069359356636207;0.000370073053518334;0.00191431571445959;0.000802978047617757;0.00122723349175515;0.00063078481518575;0.000782856677277845;0.00109039116420595;0.00161489248659801;0.000607042567122136;0.00110839154051686;0.000811220781512036;0.000317333200290436;0.00135671186736908;0.00130568941155806;0.000993087337840631;0.0014051277967708;0.000184359532063014;0.00197890736404348;0.00110743199713927;0.00115826357044832;0.0016791841084969;0.000942168815058366;0.00133999720645995;0.00262224569182213;0.00126779142057317;0.000359235404213938;0.00236578409680359;0.00146202197451252;0.00106616852979337;0.00186274519416803;0.000316369104939654
BROADCOM;0.000657967566160968;0.000739686194306111;0.00146563887678358;0.000808919246985417;0.000947686172314439;0.00153265107772804;0.00118413760951992;0.000774236632135818;0.0007025788371048;0.000494974613042129;0.000339889392155488;0.000670627238316583;0.000714536815417316;0.000952637015873158;0.000959798906714291;0.000287081350531943;0.00143910011081817;0.000879995679035294;0.00088024134353561;0.00120917441002843;0.00136680099914874;0.000335696393854275;0.000748037943258137;0.000638080593160347;0.000690118009146241;0.0015394560223154;0.00059528955731512;0.000172138300759893;0.000815046682713864;0.00137872617849585;0.00104022804129584;0.00104118302950923;0.000418232578105278;0.00137335201240039;0.00151344622147787;0.00151417540553062;0.00157382832690075;0.00145253844744953;0.000785822102997192;0.00102708959126703;0.000893037261426978;0.000722041098081924;0.000283575610768549;0.00110895329440347;0.000397534028055078;0.00110862462715972;0.0010203193242259;0.0010497637765427;0.000826133196159814;0.000589952847411763;0.00033459659307745;0.000685532663069532;0.00177921355556716;0.000433851756672895;0.000694028297156906;0.000307694232667066;0.000893131630248373;0.000732910204112012;0.000773971215463076;0.000799769070570593;0.000485235760433496;0.000543951376116147;0.000270054500892065;0.00153543016637401;0.000644741465216477;0.000780135176627147;0.000509270461405498;0.000559896318642326;0.00065721531335445;0.00136274291885651;0.00042545963075061;0.000868051836722773;0.000426584253379508;0.000358638285493409;0.00110556858536084;0.000899367051599486;0.000965610475954823;0.000782608695537498;0.00032667378012951;0.00182569042761582;0.000910627973652918;0.000961192076337794;0.00100673356984508;0.000823703639935747;0.000941585454945565;0.00139615460152711;0.00098964387501132;0.000530338778876341;0.0018024569800016;0.000995222401881791;0.000772621114557025;0.00128741509039664;0.000246093940101533
CADENCEDESIGNSYS_;0.000138511698178767;0.000211363051322276;9,75E+09;0.000231089736967408;0.000107622030846737;5,59E+09;0.000114699752894238;0.000202341430772497;0.000180587498509768;0.000252679049539269;0.000262165157716393;0.000337803687507978;0.000273319563859711;0.000271690151925883;0.000280512105131578;0.000311917086877692;0.000123761551457414;0.000256038211104244;0.000340651432371436;0.000255263981224239;0.000335696393854275;0.00112729543699575;0.000309659640500245;-4,12E+09;0.000352319355156718;0.000265956861838423;0.00032191659736392;0.000477481161816059;6,75E+09;0.000439529728661289;0.000388148088540461;-6,66E+09;0.000547856837340681;0.000277157853123755;0.000289796414501245;0.000341415913344806;0.000250372925763429;0.000319423823406724;0.000301717456052063;0.000194013695506025;0.000303464338052697;-8,70E+09;0.000224030336473045;0.00015473290320518;0.000313312717891025;0.000301399205550391;6,38E+09;0.000248730177756757;0.000185108153594268;0.000347856915282008;0.000386139125990779;0.000466661015710289;0.000233284844401544;0.000221834843989263;0.000333938309547404;0.000536525140127543;0.000277139335909441;0.000243337980422506;0.000236166228874254;0.000319542122509307;0.000349479662559011;0.000290334944191019;0.000161847616837503;0.00021371652113806;0.000275337999301153;0.000148662810730576;0.000285181914562652;0.000244932943282966;8,96E+08;0.000343714649121325;0.000275701303011009;0.000343366643635347;4,83E+08;0.000319317744814964;0.000300276321102659;0.000152562690452162;0.000321860692788451;-0.000203298775584146;0.000336754933238262;0.000358035467334898;0.000152521263596049;0.000385291485609646;1,27E+08;0.000393985122954822;0.000216249002538858;-1,32E+09;0.000338631763963434;0.000630197253887528;8,89E+09;-7,82E+09;0.000200632823808776;0.000142092746242693;0.00037680158076771
CDW;0.000464451428605835;0.000557430898948195;0.000991625781386727;0.000392259380037087;0.000776819388019801;0.00138911857458719;0.000986644146729238;0.000617494280463209;0.000545729712446006;0.000326834088747826;0.00052355114613658;0.000613173498464583;0.000776257154445573;0.000934362481001807;0.00075562035858775;0.000358775299936049;0.000898042949813079;0.000659281423210069;0.000972103453219422;0.000865554787322403;0.000748037943258137;0.000309659640500245;0.00134115619741712;0.000474217132228845;0.000667917319208603;0.00107944803294505;0.000756132192212624;0.000136698040944053;0.000693278560537882;0.000874372970303384;0.000797478680160044;0.000801891781317363;0.000356288045583011;0.000947179011450482;0.00146392259451471;0.000880797704111841;0.00113884685580297;0.00114547733236042;0.000800470105442289;0.00071915975704421;0.00109568994524777;0.000653772918895758;0.000405955428014245;0.00148226059913905;0.000562688475039061;0.000751056844922878;0.000765050747255484;0.000937484154156438;0.000833644974212602;0.000658012526069461;0.000365298312083769;0.0007139236568981;0.00113998658940993;0.00050486803898009;0.000803520875984864;3,35E+09;0.000919744918593708;0.000930444121517815;0.00091283284520771;0.000808477439909366;0.000677508936589466;0.000474631093285445;0.000566440755363568;0.00127025004640429;0.000768846166173922;0.00127138446409845;0.000531577717529018;0.000860698809538649;0.000742149082546933;0.00177727310532062;0.000375356205110161;0.00065821939634784;0.000277576105715432;0.000479955116138859;0.000698567076946249;0.000617614022148972;0.0011641388723905;0.000238686161907287;0.000424245597317572;0.00132120012625932;0.000772655172089511;0.00117110612333316;0.000481630826797665;0.0008093115718493;0.00109927339719856;0.0013367528490628;0.000982386710805707;0.000463299846913893;0.00167809939703753;0.000656742801943662;0.000612741764229985;0.000987513512496887;0.00034991271252191
CHARTERCOMMS_CL_A;0.000705768911593499;0.000882382208620759;0.00167544662202973;0.00105966543113605;0.00152616282155646;0.00211502687547602;0.00125245366695557;0.00120699541957727;0.00161688371012291;0.000156556982888476;0.000582335338661161;0.000423756239799422;0.000427480278397877;0.000649819583311698;0.00124500959360273;9,91E+08;0.00177539026851665;0.00102071379497255;0.000987577245062248;0.00139260157902207;0.000638080593160347;-4,12E+09;0.000474217132228845;0.00890863893885317;0.000461002046422349;0.00177311817945003;0.000391471607108811;-0.000143283029111907;0.00156450706581681;0.00102747288830919;0.00228070205624696;0.00248180463901631;0.000266341920529224;0.00110598441599905;0.00241086777016974;0.00155191905649368;0.00178608142129292;0.00155463048661393;0.00109220706546221;0.00142527170723681;0.000643938873074096;0.00121639051197515;3,20E+09;0.000952077570866015;3,54E+09;0.00153196403582827;0.00179293026736565;0.00147283934760741;0.000580606968964472;0.000433724705794771;6,03E+08;0.000656198011891815;0.0016212572354891;0.000509341450861963;0.000498173023551848;0.000247514075071466;0.0014221121192473;0.00183286073963194;0.000387765990455488;0.000571819417385549;0.000386050242393363;0.000318242173145801;0.000206370894350581;0.00152856996192216;0.000453554943883036;0.000678666605921669;0.000573694646953558;0.000338477624202907;0.00137233685500073;0.00201804788226366;0.000669149974673702;0.00112315825173478;0.000982615462728282;7,95E+09;0.001217529595863;0.00135674754533368;0.00139697947928513;0.00202958405166888;-6,07E+07;0.00176170346477164;0.000488930296487402;0.00116670057338732;0.00217825117660301;0.00101454129338426;0.00129231027940854;0.00262438545749657;0.000812087901723347;0.000370106445335815;0.00228538161243555;0.00254206102115087;0.00119896849809645;0.00151104083942794;0.000356585283168956
CINTAS;0.000390692457067821;0.000466125154201447;0.000765504832894065;0.000510189222318471;0.000600962085154324;0.000837891099545879;0.000469414476459006;0.000542307172087015;0.000543448720968021;0.000285306050024489;0.000421106497852011;0.000574342781601702;0.000616640961499762;0.000698609363338277;0.000671299023229767;0.000356885055486613;0.000770847133240877;0.000593105229293731;0.000939253743427335;0.000724598089767653;0.000690118009146241;0.000352319355156718;0.000667917319208603;0.000461002046422349;0.00139630747127007;0.000813347060219271;0.000554663560619568;0.000196435771948919;0.000556065944117031;0.000997948360044916;0.000684640319663648;0.000488236727265926;0.000365446030445888;0.000838026025073463;0.00149539573138662;0.000719411009662431;0.000755029831012577;0.000892992600656921;0.00062951194823237;0.000547522232379177;0.000825254893281544;0.000457544038551034;0.000371730900832732;0.00109919478490888;0.000452158073777433;0.000655190299566729;0.0007291410653724;0.000789694182746794;0.000680431460737804;0.000567072692127564;0.000398604081489181;0.0011644540515651;0.000755005547268475;0.000601165259934846;0.000695828871238854;0.000100692679435738;0.000675350754660845;0.000508218586467655;0.000787982262145973;0.000829285465395934;0.000532906145079964;0.000500422340981331;0.000258273602960729;0.000944354869162963;0.000555749574519773;0.00070368155531916;0.000416163986308781;0.000704201606934348;4,18E+09;0.00131287079610868;0.000357395556138434;0.000531039220804482;0.000370065521434701;0.000436561623482801;0.000625971156006003;0.000617074303668164;0.000965235188193981;0.000364561030519429;0.000416228219713394;0.00110811187958077;0.000666847063887443;0.00139280365432695;0.000590167183272029;0.000765838302191832;0.000637436443622669;0.00101545677664421;0.000712162033676662;0.000393867198315702;0.00109468447391284;0.000486283604206117;0.000545077085045001;0.00066930456974775;0.000263610935060615
